"birth_year","male","poverty","family_income","weeks_unemployed","urban","number_of_jobs_ever","number_children","age_at_first_child","hours_worked_in_week","education","educational_loans"
1961,1,0,70000,NA,1,10,2,28,NA,2,1500
1963,1,NA,69600,0,0,14,2,22,NA,1,NA
1962,1,0,65000,0,0,8,2,32,40,1,NA
1962,0,0,60000,0,0,NA,3,27,NA,1,NA
1962,0,0,75000,0,0,NA,2,24,40,2,2100
1963,1,1,55000,0,1,NA,1,22,45,1,NA
1959,0,0,35100,0,0,NA,2,21,40,1,NA
1963,0,0,98000,0,1,6,2,16,40,1,NA
1962,0,0,165000,0,1,8,2,34,40,5,3300
1958,0,1,94100,0,1,8,1,28,NA,1,500
1957,1,0,497763,0,1,8,1,28,64,5,42000
1962,1,0,73500,0,0,NA,2,21,40,1,NA
1959,0,NA,33000,0,0,NA,3,18,40,1,2000
1960,1,0,76140,0,0,10,1,28,48,1,NA
1959,1,0,118000,0,0,5,1,22,40,1,NA
1960,1,0,44000,0,0,8,1,20,NA,1,NA
1959,1,0,120000,0,1,7,2,32,55,1,NA
1964,1,0,53000,0,0,8,2,26,40,1,NA
1963,1,1,45000,0,0,8,1,38,NA,4,NA
1959,0,0,73000,0,0,5,1,19,40,1,NA
1960,0,0,58000,0,0,21,2,28,40,1,NA
1961,0,0,67000,0,0,6,2,31,35,1,NA
1958,0,0,22404,0,1,4,1,25,NA,1,NA
1957,1,0,87274,0,0,6,1,28,100,1,NA
1962,0,1,24000,0,0,NA,2,23,20,1,NA
1964,1,1,17900,0,1,NA,1,23,30,1,NA
1961,1,0,276000,0,1,7,1,31,50,4,NA
1961,0,0,63452,52,0,4,1,33,40,1,NA
1957,0,0,54000,0,0,9,1,19,NA,1,NA
1961,0,NA,26000,0,0,13,1,16,40,1,7100
1959,0,1,41175,0,1,NA,1,18,45,1,NA
1960,0,0,55000,0,0,16,2,31,60,3,NA
1962,0,0,109400,0,0,7,1,26,40,1,NA
1961,0,NA,1,0,0,NA,2,22,40,2,NA
1963,0,0,150400,0,0,NA,1,34,35,1,NA
1962,1,0,95000,0,1,NA,2,21,40,1,NA
1961,0,0,39000,0,0,NA,2,20,40,1,NA
1960,0,0,29000,52,0,NA,1,17,40,1,NA
1961,1,0,96000,0,0,NA,1,20,50,1,NA
1960,1,0,158600,0,0,16,2,32,105,8,NA
1964,1,0,41870,0,0,NA,1,22,10,1,NA
1957,0,0,81960,0,0,NA,1,24,105,1,NA
1961,0,0,35100,0,1,20,1,22,60,1,5000
1963,1,0,38000,0,0,11,2,22,40,1,NA
1961,1,0,56000,0,0,20,1,28,NA,1,NA
1962,0,0,75050,0,0,12,1,21,40,2,NA
1960,1,0,97600,20,1,10,1,24,80,5,15000
1960,0,1,26000,0,1,9,1,17,0,2,6000
1963,1,1,26000,0,1,28,1,30,54,1,NA
1957,1,0,12051,0,0,2,1,21,40,1,NA
1961,1,0,88500,0,1,13,2,24,51,4,NA
1964,1,0,115000,0,0,12,2,26,50,5,505
1964,1,0,70000,0,0,NA,2,24,50,5,1500
1960,0,1,110000,0,0,11,1,24,40,8,NA
1964,0,0,170000,0,1,9,1,23,40,2,NA
1960,0,1,41596,0,1,15,1,17,36,2,NA
1959,0,0,225,0,1,16,1,28,38,8,NA
1963,1,0,61000,0,1,9,2,17,40,1,NA
1961,1,0,82257,18,1,21,2,38,120,8,NA
1957,1,0,63000,0,0,NA,1,29,40,1,NA
1960,1,NA,63000,0,0,NA,1,20,50,1,NA
1960,0,0,245000,0,0,13,1,29,NA,1,NA
1958,1,0,153000,0,0,5,1,26,40,4,NA
1962,0,0,74000,0,1,28,1,33,35,5,28500
1963,1,0,49820,0,1,42,1,27,35,1,5000
1962,0,0,38600,0,0,NA,3,32,40,1,5000
1964,0,0,14147,0,1,NA,1,16,40,1,NA
1958,0,0,186000,0,1,9,1,35,40,3,NA
1962,0,0,196100,0,1,11,2,18,40,1,NA
1957,0,0,70000,0,0,16,1,32,118,5,5000
1959,1,0,62000,0,1,NA,2,30,70,1,NA
1960,1,NA,123080,0,0,15,1,26,50,1,NA
1960,0,0,115000,0,0,8,1,21,35,1,NA
1957,0,0,125025,0,0,14,2,29,42,1,NA
1960,0,NA,12156,0,1,12,1,40,NA,1,NA
1962,0,0,75440,0,1,13,1,27,40,1,NA
1961,0,1,20000,0,0,NA,3,25,50,1,NA
1963,0,0,29000,0,0,NA,2,23,40,1,NA
1962,0,0,92000,0,1,8,2,32,4,1,NA
1959,1,0,45000,0,1,8,1,32,40,1,2500
1962,1,0,62000,0,0,NA,2,27,45,1,NA
1963,1,0,58000,0,1,28,3,19,125,1,325
1958,0,1,65500,0,1,15,3,26,40,1,1600
1963,0,1,105000,0,1,11,2,36,28,1,NA
1962,1,0,53000,0,1,16,1,33,90,1,NA
1963,0,1,116500,0,1,NA,1,30,40,8,700
1958,0,1,16944,0,1,NA,4,17,30,1,NA
1961,0,0,94600,0,1,NA,1,25,25,1,NA
1960,0,1,19000,0,1,NA,3,26,40,1,NA
1964,0,0,70000,0,1,15,1,17,50,5,13000
1962,1,NA,28000,0,1,25,2,20,159,1,NA
1959,1,0,114000,0,1,8,1,22,40,1,NA
1959,1,1,65000,0,1,3,2,23,50,1,NA
1960,0,0,25800,0,1,NA,2,33,36,1,NA
1964,1,0,1000,0,1,14,1,35,NA,8,3500
1961,0,NA,36000,0,1,NA,1,26,4,3,NA
1964,0,0,38000,0,0,7,2,20,40,2,21000
1959,0,1,16990,0,0,NA,3,20,40,3,12500
1959,0,1,90000,0,1,5,2,22,40,1,NA
1964,0,NA,10770,0,1,NA,1,15,25,1,NA
1963,1,0,45000,0,1,2,1,20,50,1,NA
1962,0,0,107000,0,1,13,2,18,40,1,NA
1964,1,0,145000,0,1,5,1,29,80,1,NA
1957,1,0,260000,0,1,5,1,32,NA,4,NA
1963,1,1,14100,0,1,22,4,23,140,1,NA
1960,1,0,40000,0,1,NA,2,25,70,5,5000
1962,0,0,190000,0,1,4,2,19,NA,1,NA
1958,0,0,48600,0,1,7,3,23,NA,1,NA
1961,0,0,178000,0,1,14,1,32,NA,1,NA
1959,1,0,53000,0,1,5,1,24,40,1,NA
1959,0,0,138000,0,1,3,1,22,40,2,180
1962,0,0,25000,0,1,8,1,26,40,1,NA
1959,0,0,21720,0,0,NA,2,26,40,1,NA
1958,0,0,21140,0,1,8,1,18,40,1,NA
1958,1,0,61000,0,1,9,1,33,45,1,NA
1959,1,1,66400,4,1,NA,1,24,50,1,NA
1957,0,0,52300,0,1,NA,2,24,40,1,NA
1960,0,0,45000,0,1,9,3,24,42,1,1000
1959,0,0,38125,0,1,NA,2,26,30,1,NA
1957,1,0,33200,3,1,NA,3,23,50,1,NA
1957,1,0,60000,0,1,9,1,27,40,1,NA
1962,0,1,53000,0,1,NA,3,19,40,1,NA
1963,0,0,119200,0,1,9,2,18,40,1,800
1958,0,0,46000,6,1,NA,4,17,NA,8,NA
1959,0,0,14400,0,1,1,1,20,NA,1,NA
1960,0,1,14000,0,1,8,2,19,40,1,NA
1964,1,0,15000,0,1,14,2,22,30,1,2500
1962,1,0,10000,52,1,18,1,24,52,1,NA
1961,0,0,50000,0,1,16,1,20,100,1,NA
1959,0,0,40345,0,1,NA,3,18,50,1,1000
1957,1,0,38000,0,1,NA,3,20,78,4,3750
1962,0,0,37000,0,1,NA,3,19,45,1,NA
1964,0,0,27000,0,1,5,1,18,40,1,NA
1963,1,0,65000,0,1,9,1,26,84,3,800
1960,1,1,90000,0,1,11,2,22,70,1,NA
1959,1,0,67013,0,1,4,1,25,40,1,NA
1960,0,0,82000,0,0,15,2,34,50,2,NA
1957,1,NA,34924,0,1,12,1,43,40,1,NA
1963,1,NA,39648,52,1,13,3,40,80,1,NA
1960,1,NA,38000,0,1,16,3,29,40,1,NA
1960,1,NA,41000,0,1,16,1,24,40,1,NA
1961,0,0,6280,0,0,NA,2,21,40,1,NA
1961,1,1,36000,0,1,8,2,18,40,1,NA
1964,1,NA,86000,0,1,8,2,20,40,1,NA
1958,0,0,65000,0,1,3,1,20,40,1,NA
1958,0,0,38000,0,1,12,1,17,40,2,NA
1964,0,1,32100,0,1,NA,2,16,40,1,NA
1963,1,0,45000,0,1,NA,1,28,80,1,NA
1962,1,0,16842,52,1,NA,1,27,120,1,NA
1963,0,0,83000,0,1,5,2,19,40,8,NA
1964,1,1,1,0,1,2,2,22,20,1,NA
1962,0,0,15000,4,1,10,1,21,100,1,NA
1961,1,0,45252,36,1,10,2,23,85,1,NA
1957,0,1,66404,0,1,18,5,17,40,1,NA
1961,0,0,9708,0,1,6,2,21,NA,1,1333
1963,1,0,497763,0,1,17,2,32,NA,1,NA
1959,1,0,10000,0,1,NA,1,25,20,1,NA
1964,0,1,30000,0,1,9,2,19,40,1,NA
1957,0,1,33998,0,1,NA,2,16,35,1,500
1963,0,0,110758,30,1,23,1,14,40,4,21000
1964,1,NA,147700,0,1,11,3,37,50,4,20000
1963,1,1,92000,0,1,NA,2,18,40,1,NA
1962,0,1,15955,0,1,NA,1,18,40,2,2000
1964,0,0,45020,0,1,NA,2,17,45,2,NA
1962,1,1,10000,2,1,25,2,20,55,1,NA
1964,1,1,48000,0,1,25,1,20,40,1,NA
1964,0,1,35000,0,1,18,2,24,40,1,NA
1962,0,1,24456,0,1,10,1,15,30,1,NA
1958,0,0,138000,0,1,2,2,36,40,2,NA
1962,0,NA,14900,0,1,18,2,17,NA,1,NA
1959,1,NA,15000,0,1,NA,1,30,80,1,NA
1964,0,0,96000,0,1,NA,1,27,60,4,NA
1961,1,0,22800,0,1,18,1,21,NA,1,NA
1960,0,0,11196,0,1,12,1,24,NA,1,NA
1960,1,NA,93500,0,1,NA,4,25,40,1,NA
1961,0,NA,62580,52,1,5,2,28,60,1,7000
1962,1,0,141488,0,0,11,2,34,80,4,NA
1961,1,NA,105000,0,1,NA,2,34,40,2,NA
1962,0,1,31000,0,1,15,2,20,80,1,NA
1963,0,1,19900,0,1,14,1,16,NA,2,7000
1960,0,1,26225,0,1,5,2,20,48,1,NA
1960,1,1,1,52,1,11,1,30,NA,1,3000
1961,1,1,35524,45,0,22,2,29,88,1,1038
1964,1,0,29000,52,1,18,3,21,40,1,NA
1963,0,1,38700,0,1,29,1,25,40,1,NA
1962,0,1,118000,0,1,24,2,18,48,2,NA
1959,0,NA,1,0,1,5,1,16,NA,1,NA
1962,0,0,70000,0,1,12,1,39,51,1,NA
1962,0,0,25000,0,1,31,1,26,88,1,3200
1958,0,NA,20000,0,1,26,1,29,47,3,1500
1963,0,0,40000,0,1,13,2,18,42,4,NA
1961,0,0,33500,0,1,NA,1,23,12,2,360
1961,0,1,34000,0,1,15,1,36,80,1,NA
1964,0,0,8400,1,1,NA,2,18,40,1,NA
1957,0,0,17000,0,1,17,1,16,40,1,NA
1959,0,NA,57213,0,1,9,1,13,40,5,30000
1962,1,NA,16000,0,1,NA,2,23,40,1,NA
1964,1,NA,33000,0,1,NA,2,18,110,1,NA
1960,0,0,24000,0,1,20,3,24,40,8,1200
1960,0,NA,25200,0,1,NA,2,21,40,1,NA
1960,1,0,1,48,1,19,2,21,NA,1,1200
1962,0,0,121200,0,1,NA,2,36,40,4,NA
1959,1,NA,1,NA,1,30,2,21,40,1,NA
1961,1,NA,148956,52,0,10,2,32,NA,3,9000
1960,0,NA,12000,0,1,7,2,27,20,1,NA
1963,1,NA,75000,0,1,9,2,25,40,1,2000
1960,0,NA,42000,0,1,17,1,34,39,1,NA
1963,1,0,50000,0,1,15,1,36,NA,1,5000
1963,1,0,85000,0,1,6,1,32,40,1,NA
1959,0,0,14772,0,1,15,1,20,NA,1,NA
1957,1,NA,24000,4,1,NA,2,20,115,1,NA
1960,0,0,25000,0,1,NA,2,18,9,1,NA
1963,0,0,3120,5,1,5,1,26,40,1,NA
1962,1,1,1458,0,1,NA,1,31,50,1,1000
1957,1,0,33000,0,1,8,2,25,50,2,12000
1964,1,1,42000,11,1,9,2,29,90,1,NA
1961,1,0,101000,0,1,10,3,16,40,2,NA
1963,0,1,59500,0,1,14,2,25,40,2,NA
1958,1,1,69000,0,1,NA,1,21,65,4,NA
1961,1,0,28000,0,1,NA,1,25,40,4,750
1957,1,NA,497763,0,1,16,1,37,5,4,NA
1957,0,0,88000,0,1,4,2,20,40,1,NA
1960,0,NA,12000,1,1,25,1,19,80,1,NA
1961,1,0,157200,0,1,8,1,25,63,1,NA
1963,1,NA,166000,0,1,18,3,30,40,4,7500
1958,0,NA,6624,0,1,17,1,38,NA,1,NA
1964,1,NA,201825,0,1,NA,1,24,40,1,1600
1961,0,NA,45000,0,1,5,1,25,60,4,9000
1959,0,0,73000,0,1,9,2,20,35,1,NA
1959,1,0,60000,0,1,NA,3,22,40,1,NA
1963,0,1,15000,5,1,NA,2,24,80,1,NA
1964,0,1,25000,0,1,6,1,20,40,1,NA
1959,0,NA,5724,0,1,NA,3,24,40,1,NA
1959,0,0,8272,0,1,30,2,18,NA,1,NA
1963,1,0,51000,0,1,NA,2,28,80,1,NA
1963,0,NA,123000,0,1,12,3,23,35,1,3000
1964,0,0,85575,0,1,11,2,28,40,1,NA
1959,1,0,58500,0,1,9,2,23,58,1,NA
1963,0,0,21368,0,1,21,2,19,40,1,NA
1962,0,1,11805,0,0,NA,4,16,NA,1,NA
1959,0,0,62400,0,1,20,1,40,40,4,NA
1961,0,0,127200,0,0,NA,2,36,40,4,3000
1962,1,0,60000,0,1,10,3,21,90,1,NA
1958,0,1,23000,0,1,NA,1,19,40,2,NA
1960,0,0,7625,3,1,NA,3,18,4,2,NA
1961,0,1,3335,NA,1,26,1,19,92,1,NA
1958,1,NA,59741,0,0,NA,1,29,40,4,4500
1957,0,0,86000,0,1,3,1,33,40,2,NA
1959,1,0,86000,0,1,15,3,20,40,1,NA
1959,0,1,20000,0,1,6,1,21,40,1,NA
1963,0,1,45000,0,1,3,3,29,40,1,NA
1963,1,1,132000,0,0,12,1,31,40,5,10000
1961,0,0,90000,0,1,6,1,19,70,2,70000
1958,1,0,85000,0,1,NA,2,25,60,4,NA
1960,0,1,39000,0,1,NA,1,27,40,4,3000
1961,1,1,73040,0,1,NA,2,23,50,1,NA
1957,0,1,75000,0,1,2,2,29,38,1,NA
1962,1,1,55000,0,1,9,1,22,44,2,NA
1963,0,0,119000,0,0,2,1,15,50,1,NA
1960,0,NA,28870,8,1,22,1,19,115,4,35000
1959,0,NA,1,0,1,11,2,18,25,4,5000
1962,0,0,65000,0,1,14,2,23,40,4,1500
1958,0,0,39636,0,1,15,1,24,80,1,NA
1963,0,NA,66000,0,1,7,1,28,40,1,NA
1964,1,NA,25600,0,1,11,1,21,NA,4,14000
1958,1,NA,23000,0,1,12,1,17,40,5,10000
1959,0,0,15800,6,1,NA,1,21,40,1,2600
1961,0,0,52580,0,1,18,1,21,40,2,1000
1960,0,0,16000,0,1,NA,3,25,40,1,NA
1960,1,1,190600,0,1,6,1,18,40,1,NA
1962,1,1,12590,0,1,14,1,25,NA,1,NA
1960,1,0,35000,0,1,NA,1,35,44,1,NA
1961,0,0,69000,0,1,NA,1,23,40,4,NA
1957,0,0,85000,0,1,NA,6,20,15,4,NA
1958,0,0,22000,0,1,NA,2,23,20,1,NA
1964,1,NA,38000,0,1,NA,2,30,50,2,1100
1963,1,0,15000,0,1,NA,1,27,40,1,1500
1963,0,0,82000,0,1,5,2,19,40,1,2600
1962,0,1,40000,0,1,14,6,25,19,1,NA
1959,0,0,9208,0,0,6,1,19,NA,1,700
1962,0,1,212000,0,0,5,2,24,68,5,3000
1960,0,0,75000,0,1,8,2,20,40,4,1000
1963,0,1,69600,1,1,18,2,16,40,4,14000
1959,0,1,850,0,0,NA,1,17,NA,8,NA
1960,0,0,82000,0,1,NA,2,33,40,2,2400
1962,1,0,86500,0,1,7,2,30,85,1,800
1962,0,0,130000,0,1,9,2,21,55,5,30000
1957,0,0,124800,0,1,14,1,16,60,1,NA
1961,0,1,63000,0,1,3,1,19,40,1,2200
1964,0,1,24444,0,1,9,2,24,25,3,2500
1963,0,1,50000,0,1,15,1,16,NA,1,NA
1959,1,0,62000,0,1,10,1,37,NA,1,NA
1960,1,1,140000,0,1,NA,4,17,90,1,6000
1961,0,1,20988,0,1,5,2,35,NA,1,NA
1963,0,1,13428,0,1,8,1,19,NA,1,NA
1960,0,0,39400,0,1,13,2,21,40,4,249
1961,0,1,40870,0,1,NA,4,16,22,1,NA
1962,0,1,21000,0,1,5,1,15,40,1,NA
1962,1,0,36600,0,0,NA,1,25,15,2,NA
1957,1,0,25652,0,0,NA,2,24,40,1,NA
1964,1,0,44000,0,0,NA,1,22,70,1,NA
1962,0,0,35000,0,1,NA,1,27,40,1,NA
1958,0,0,33001,0,1,NA,1,20,40,1,NA
1958,0,1,46500,0,1,3,1,26,40,1,7000
1960,0,1,51680,0,1,10,2,26,40,4,NA
1961,0,1,67000,0,1,16,2,19,40,2,NA
1957,0,0,9312,0,0,3,1,21,NA,1,NA
1961,0,1,134000,0,1,1,2,19,40,1,NA
1961,0,1,75000,0,0,5,3,21,35,1,NA
1957,0,0,17000,0,0,4,1,17,40,1,NA
1964,0,0,22300,0,1,NA,2,16,30,1,NA
1960,0,0,16000,0,0,NA,1,18,80,1,NA
1961,0,0,21840,0,0,NA,2,20,28,1,NA
1963,1,NA,21000,0,1,12,4,24,60,1,NA
1960,0,1,81000,0,1,2,2,17,45,2,NA
1960,0,1,30784,51,1,14,1,23,85,1,NA
1962,0,1,56000,0,1,9,3,17,40,1,NA
1961,1,1,83000,0,1,NA,1,23,40,1,NA
1960,0,1,27000,0,0,9,2,22,NA,1,NA
1962,0,1,27840,0,0,4,2,23,38,1,NA
1964,0,1,76000,0,0,NA,1,17,40,4,30000
1959,0,NA,54000,35,1,NA,1,26,96,2,4000
1958,0,1,155960,0,0,NA,1,17,40,2,NA
1960,0,1,67050,0,0,NA,1,15,78,1,NA
1962,0,1,105000,0,0,2,1,17,40,2,NA
1962,0,1,27000,0,0,6,1,16,36,1,NA
1963,0,0,12000,52,1,21,1,20,NA,1,1300
1958,0,0,10800,0,0,8,1,22,NA,1,NA
1957,1,1,40000,52,1,23,2,23,NA,1,NA
1960,1,0,1e+05,0,1,30,1,31,NA,1,NA
1963,0,0,28000,0,0,8,1,20,72,1,700
1964,0,1,15000,52,0,10,2,15,NA,1,NA
1963,0,0,13000,0,0,12,2,17,64,1,NA
1960,0,0,10000,1,0,6,2,31,NA,1,NA
1961,0,0,24964,4,0,NA,3,20,40,1,NA
1960,0,1,23248,0,0,8,1,31,35,2,9000
1957,0,1,8376,0,0,4,1,18,NA,1,NA
1959,0,1,11933,0,0,6,1,15,50,1,NA
1960,0,1,16548,52,0,0,1,17,NA,1,NA
1963,0,1,19604,0,1,3,1,18,30,1,NA
1958,0,NA,16500,43,0,3,3,16,40,1,NA
1958,0,1,54000,2,0,NA,1,29,40,3,7000
1960,1,0,55075,0,0,NA,1,18,40,1,NA
1961,0,0,61000,0,0,13,2,22,40,4,26000
1963,1,NA,75776,2,0,NA,4,21,110,1,NA
1960,1,1,125000,0,1,5,1,23,40,4,NA
1961,0,1,172000,0,1,3,3,27,40,1,750
1963,0,0,57400,0,1,3,2,22,NA,1,NA
1957,1,1,107000,0,1,4,2,18,40,4,NA
1961,1,NA,1900,0,1,6,1,26,40,1,NA
1963,1,NA,33000,0,1,6,2,31,NA,1,NA
1961,0,0,17000,0,1,8,2,20,30,4,NA
1960,0,0,122000,0,1,23,1,28,NA,3,NA
1958,1,0,33600,0,1,3,1,27,40,1,NA
1960,1,NA,91500,0,1,13,1,18,50,1,NA
1958,1,NA,77001,0,1,13,3,17,40,2,10000
1963,0,0,45500,0,0,NA,1,21,40,1,NA
1957,0,0,50000,0,0,NA,3,19,40,1,NA
1962,1,1,21400,0,0,NA,1,27,20,3,NA
1964,0,1,67500,0,1,12,2,31,40,5,18000
1963,0,0,25288,0,0,NA,2,18,NA,1,NA
1958,0,0,15000,0,0,NA,3,20,16,1,NA
1960,0,1,36300,0,0,NA,2,26,55,4,NA
1960,0,1,19848,0,0,NA,4,17,40,1,NA
1962,0,1,15535,11,1,NA,3,19,40,1,NA
1962,1,0,16000,0,0,NA,2,22,40,1,NA
1961,1,NA,15430,24,0,NA,4,22,40,1,NA
1961,0,0,7208,0,0,NA,3,17,35,1,NA
1958,0,0,65050,2,1,NA,1,29,40,4,NA
1958,0,0,61500,0,1,NA,1,27,40,4,NA
1958,0,0,46000,0,1,NA,1,24,32,4,NA
1960,0,1,1e+05,0,1,NA,1,24,60,4,NA
1958,1,0,50000,0,1,NA,3,23,44,4,NA
1958,1,1,35000,0,1,NA,2,28,65,4,NA
1962,0,0,24800,0,0,NA,1,17,75,1,NA
1958,1,1,33020,20,1,NA,1,26,110,4,1500
1960,0,0,2832,0,0,NA,1,26,60,1,NA
1958,0,0,37447,0,0,NA,3,22,42,3,1800
1957,1,NA,60500,0,1,NA,2,29,40,4,NA
1957,1,0,31500,0,0,NA,1,29,50,3,NA
1957,1,0,75400,0,0,NA,3,25,10,4,NA
1957,1,0,146942,0,1,NA,2,29,50,5,NA
1957,0,NA,25268,0,0,NA,2,24,5,4,1000
1957,0,NA,42300,0,0,NA,1,26,40,4,NA
1957,0,NA,49000,0,0,NA,2,26,25,4,NA
1957,0,NA,26729,0,0,NA,2,25,56,1,2050
1964,1,0,16200,0,0,NA,2,18,40,1,NA
1960,0,0,16500,0,1,NA,1,20,35,1,NA
1964,0,1,13800,0,0,NA,4,16,40,1,NA
1961,1,0,13000,0,0,NA,3,19,20,1,NA
1963,1,0,10680,0,1,NA,2,23,48,1,NA
1961,0,1,7000,0,1,13,2,18,NA,2,NA
1959,0,1,52380,0,1,NA,2,22,80,1,NA
1959,0,1,28000,0,0,NA,4,20,40,1,NA
1960,0,1,12530,0,0,NA,1,20,72,1,NA
1962,0,1,23010,0,1,NA,2,20,30,1,NA
1964,0,1,45500,0,1,NA,2,23,80,4,8000
1964,0,0,30000,0,0,NA,3,20,35,1,NA
1960,0,0,43200,0,1,NA,2,18,50,1,NA
1957,0,0,34060,0,1,NA,7,16,40,1,NA
1960,0,1,14420,0,1,NA,3,21,25,1,NA
1957,0,0,75050,0,1,NA,1,32,40,1,NA
1957,0,1,27000,0,1,NA,2,20,40,1,NA
1962,0,0,30012,0,1,NA,2,20,24,1,NA
1958,0,1,40000,0,1,NA,3,29,37,1,NA
1958,1,0,25000,0,0,NA,2,21,40,1,NA
1959,0,0,15000,0,1,NA,2,20,8,1,2500
1958,0,NA,85480,0,1,6,1,14,50,3,30000
1960,0,0,18700,0,1,NA,2,21,50,1,NA
1959,0,0,142000,0,1,14,2,29,90,1,2500
1962,0,0,92000,0,1,31,2,35,50,5,30000
1960,0,1,97000,0,1,14,2,30,56,4,40000
1959,1,NA,72000,0,1,12,2,31,40,1,NA
1964,1,NA,98000,7,1,20,3,19,100,1,NA
1957,1,0,52288,5,1,NA,1,21,45,1,NA
1957,0,NA,8400,0,1,3,3,21,NA,1,NA
1962,0,1,8012,0,1,8,3,23,40,1,NA
1959,0,0,55000,0,1,NA,2,20,25,1,500
1964,0,0,8820,0,1,NA,3,18,47,1,NA
1963,1,0,77460,15,1,12,1,22,78,1,NA
1961,0,1,7656,0,1,8,1,18,NA,1,NA
1959,1,0,155000,18,1,NA,2,24,110,5,3000
1963,0,1,36115,0,1,NA,3,18,18,1,3000
1961,0,0,55000,0,1,7,1,17,20,4,NA
1962,1,1,53000,0,1,17,1,24,72,1,NA
1963,1,1,55000,0,1,17,1,27,NA,1,NA
1957,1,0,26000,0,1,NA,1,32,40,1,NA
1958,1,0,22012,0,1,NA,2,24,40,1,NA
1961,0,1,77000,4,1,8,1,25,95,3,3200
1958,0,1,22740,0,1,13,1,19,NA,2,3000
1958,1,0,33000,0,1,NA,2,24,35,1,NA
1958,0,0,146942,0,1,NA,2,24,40,4,4000
1957,1,0,80600,0,1,9,2,32,NA,2,NA
1958,0,1,265532,52,0,7,3,34,23,2,NA
1964,0,NA,236000,0,1,14,1,33,45,8,7000
1963,0,0,89000,0,0,NA,2,18,40,1,NA
1958,0,0,109064,0,1,NA,2,30,50,2,7500
1963,0,1,3000,1,1,NA,1,15,50,1,NA
1962,1,1,45000,0,1,NA,3,19,40,1,NA
1964,1,1,40000,32,1,16,1,25,50,1,NA
1962,0,NA,10560,0,1,NA,1,19,40,2,NA
1962,0,0,29100,0,1,NA,1,33,35,5,499
1959,1,NA,43000,0,1,NA,2,25,30,5,10000
1961,1,1,45000,0,1,7,2,32,40,5,24000
1964,0,0,64000,0,1,6,2,21,50,2,NA
1960,0,NA,43000,0,1,NA,4,18,NA,1,NA
1961,0,0,24971,0,1,7,2,18,18,8,NA
1960,0,NA,274000,0,1,NA,1,24,35,5,NA
1958,0,NA,37000,0,1,11,1,23,50,1,NA
1961,0,NA,1e+05,0,1,NA,1,20,30,1,NA
1964,1,1,47924,0,1,24,3,25,72,1,1000
1957,0,NA,1,0,1,NA,1,42,40,1,NA
1963,0,1,50000,0,1,12,1,23,50,1,NA
1959,0,0,22697,0,1,NA,2,27,14,1,1200
1961,1,0,72000,0,1,NA,2,31,100,1,NA
1960,1,1,160000,0,1,8,2,31,40,1,NA
1959,0,1,30000,0,1,7,4,22,35,2,NA
1959,1,1,80000,0,1,4,1,29,40,1,2100
1963,1,0,70000,0,1,NA,1,29,40,1,NA
1964,1,0,95000,6,1,NA,2,35,105,1,NA
1959,1,0,29997,0,1,3,3,18,NA,1,NA
1963,1,0,70500,0,1,NA,2,23,50,1,NA
1958,1,NA,30072,0,1,7,2,28,0,1,NA
1964,1,0,156000,0,1,5,2,18,40,1,NA
1962,0,0,48000,0,1,9,1,17,68,1,NA
1961,0,1,2284,49,1,NA,1,19,NA,1,NA
1963,0,1,6408,0,1,NA,1,23,35,1,NA
1958,0,0,203100,0,1,4,2,26,73,4,NA
1962,0,0,205100,0,1,7,2,30,35,5,NA
1964,0,0,497763,0,1,15,2,32,45,7,39100
1964,1,1,46400,0,1,NA,1,24,60,4,NA
1964,0,0,35144,0,1,11,1,31,55,2,1300
1961,0,NA,188400,0,1,19,3,28,40,5,20000
1960,1,0,186000,0,1,13,1,32,40,7,15000
1959,0,NA,45000,0,1,4,3,21,40,1,NA
1958,0,0,123687,0,1,6,2,39,40,1,1800
1960,1,NA,188000,0,1,10,1,34,35,5,3000
1957,1,0,1e+05,0,1,NA,3,22,36,5,1800
1963,0,0,7200,52,1,13,1,15,91,1,NA
1963,1,0,23870,NA,1,28,2,25,40,1,NA
1958,0,0,18000,0,1,9,1,19,NA,3,NA
1958,1,0,48500,0,1,2,1,30,40,1,NA
1963,0,0,1,0,1,NA,1,21,30,1,NA
1964,0,0,52000,0,1,11,2,21,40,4,3000
1960,1,0,37000,0,1,15,1,20,94,1,NA
1959,0,0,16000,0,1,14,2,30,40,3,2000
1958,0,1,84000,0,1,9,2,26,18,2,30000
1961,1,1,93000,0,1,10,2,19,40,1,NA
1964,1,1,210000,0,1,NA,3,24,40,1,NA
1963,0,NA,13000,0,1,7,2,21,30,1,NA
1959,1,0,118000,0,1,12,2,29,50,2,NA
1961,0,0,104300,0,1,NA,1,36,40,1,NA
1963,0,0,119940,0,1,8,1,23,50,1,NA
1964,1,1,130000,0,1,7,2,25,47,1,NA
1961,0,0,20904,52,1,8,1,28,40,2,NA
1957,1,0,53500,0,1,NA,1,21,40,2,2100
1961,1,0,81000,0,1,16,1,20,40,1,2500
1960,0,0,61660,0,1,30,3,29,40,8,42000
1958,0,NA,17000,0,1,27,1,41,99,2,20000
1957,0,1,49224,8,1,NA,4,17,NA,1,NA
1958,0,0,27700,0,1,NA,2,21,4,1,NA
1963,1,1,14000,8,1,NA,1,24,75,1,NA
1960,0,0,1,4,0,NA,2,22,96,1,NA
